No.,Alloy,Tg,Tx,Tl,GFA,Ref.,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,Y
100,Mg65Cu25Pr10[24],413.0,446.0,784.0,1.0,41,0.526785714,33,0.56887755,1.60668886,1.61232100,0.37259816,0.61096939,1.20215633,0.36702921,0.23595049,0.38943089,0.86999891,0.60077675,0.52078919,0.08894879,0.11929729,0.65306122,1.0
101,Mg65Cu25Nd10[24],423.0,456.0,744.0,1.0,41,0.568548387,33,0.61290323,1.64656257,2.32552083,0.39074550,0.65725806,1.42056075,0.39477374,0.20269585,0.40750000,0.94170146,0.64091681,0.49028667,0.10280374,0.16829427,0.70161290,1.0
102,Mg65Cu25Ho10[24],417.0,473.0,751.0,1.0,41,0.555259654,56,0.62982690,1.68955222,2.55215827,0.40496575,0.70439414,1.41616766,0.41668470,0.16756567,0.43218954,0.98100579,0.67365289,0.45448395,0.16766467,0.30215827,0.77896138,1.0
103,Mg65Cu15Ag5Pd5Gd10[24],430.0,472.0,748.0,10.0,41,0.574866310,42,0.63101604,1.67254073,2.66435623,0.40067912,0.68716578,1.48427673,0.41219766,0.18096602,0.42131148,0.97781670,0.66384936,0.46881210,0.13207547,0.23708255,0.74331551,10.0
104,Mg65Cu25Gd5Y5[24],413.0,486.0,755.0,5.0,41,0.547019868,73,0.64370861,1.72377532,2.77384226,0.41609589,0.74039735,1.42105263,0.42695039,0.14260246,0.45044319,1.00449576,0.69722563,0.42900973,0.21345029,0.41664709,0.83708609,5.0
105,Mg65Cu20Ni5Gd10[24],420.0,481.0,786.0,5.0,41,0.534351145,61,0.61195929,1.67958924,2.17167428,0.39883914,0.68956743,1.31420765,0.40551252,0.17666346,0.42778216,0.95167245,0.66117027,0.46214153,0.16666667,0.27540984,0.76717557,5.0
106,Mg65Cu15Ag10Y4Gd6[24],424.0,467.0,682.0,8.0,41,0.621700880,43,0.68475073,1.72311597,4.28356950,0.42224231,0.74780059,1.81007752,0.44818174,0.14119597,0.44386423,1.06834207,0.71377797,0.42969147,0.16666667,0.39441860,0.81085044,8.0
107,Mg65Cu15Ag10Y2Gd8[24],420.0,464.0,683.0,9.0,41,0.614934114,44,0.67935578,1.71969602,4.06330143,0.42067090,0.74377745,1.76425856,0.44536663,0.14361303,0.44289451,1.06005668,0.70976170,0.43214617,0.16730038,0.38531307,0.80819912,9.0
108,Mg65Cu15Ag10Gd10[24],416.0,459.0,686.0,7.5,41,0.606413994,43,0.66909621,1.70977938,3.70556386,0.41651543,0.73177843,1.70000000,0.43835388,0.15132716,0.43842795,1.04259598,0.70009591,0.43984578,0.15925926,0.34714433,0.79446064,7.5
109,Mg65Cu7.5Ni7.5Ag5Zn5Gd10[24],440.0,477.0,726.0,11.0,41,0.606060606,37,0.65702479,1.69015152,3.38510669,0.40909091,0.70798898,1.66783217,0.42535855,0.16771488,0.42726517,1.01700155,0.68362874,0.45623140,0.12937063,0.26257641,0.75895317,11.0
110,Mg65Cu7.5Ni7.5Ag5Zn5Gd7.5Y2.5[24],438.0,474.0,719.0,13.0,41,0.609179416,36,0.65924896,1.69137120,3.45875885,0.40968021,0.70931850,1.68683274,0.42615313,0.16692012,0.42749371,1.01998763,0.68512878,0.45545108,0.12811388,0.26269055,0.75938804,13.0
111,Mg65Cu7.5Ni7.5Ag5Zn5Gd5Y5[24],434.0,472.0,718.0,14.0,41,0.604456825,38,0.65738162,1.69201443,3.38502214,0.40972222,0.71030641,1.66197183,0.42669083,0.16601930,0.42857143,1.01879344,0.68496530,0.45452474,0.13380282,0.27252297,0.76323120,14.0
112,Mg65Cu7.5Ni7.5Ag5Zn5Gd2.5Y7.5[24],433.0,473.0,735.0,9.5,41,0.589115646,40,0.64353741,1.68149440,2.98364023,0.40496575,0.69795918,1.56622517,0.41906112,0.17399505,0.42466887,0.99725244,0.67368224,0.46226752,0.13245033,0.25231630,0.75238095,9.5
113,Mg65Cu7.5Ni7.5Ag5Zn5Y10[24],430.0,459.0,728.0,9.0,41,0.590659341,29,0.63049451,1.65810120,2.72757425,0.39637306,0.67032967,1.54026846,0.40167426,0.19415941,0.41112047,0.96576128,0.65384017,0.48246583,0.09731544,0.17233040,0.71016484,9.0
114,Mg58.5Cu30.5Y11[24],422.0,496.0,762.0,9.0,41,0.553805774,74,0.65091864,1.72916122,2.95822262,0.41891892,0.74803150,1.45882353,0.43175556,0.13796861,0.45310016,1.01662657,0.70299932,0.42480201,0.21764706,0.44134773,0.84514436,9.0
115,Mg57Cu31.5Y9.2Nd2.3[24],428.0,502.0,777.0,10.0,41,0.550836551,74,0.64607465,1.72373375,2.84107107,0.41659751,0.74131274,1.43839542,0.42857460,0.14221620,0.45035184,1.00860089,0.69824691,0.42886922,0.21203438,0.41880331,0.83655084,10.0
116,Mg57Cu31.5Y8Nd3.5[24],426.0,501.0,778.0,12.0,41,0.547557841,75,0.64395887,1.72361418,2.78155587,0.41611296,0.74035990,1.42329545,0.42712815,0.14265821,0.45035184,1.00494266,0.69725844,0.42910106,0.21306818,0.41640058,0.83676093,12.0
117,Mg57Cu31Y6.6Nd5.4[24],427.0,491.0,778.0,14.0,41,0.548843188,64,0.63110540,1.69872609,2.54533866,0.40746888,0.71336761,1.39886040,0.41838955,0.16094007,0.43735225,0.98376116,0.67918942,0.44746670,0.18233618,0.33177530,0.79562982,14.0
118,Mg65.5Cu25.4Gd9[24],411.0,457.0,741.0,6.0,41,0.554655870,46,0.61673414,1.66657801,2.32874182,0.39670139,0.67881242,1.38484848,0.40552591,0.18580188,0.41986644,0.95681400,0.65531233,0.47268518,0.13939394,0.23440290,0.74089069,6.0
119,Mg63.5Cu27.5Gd9[24],425.0,469.0,773.0,4.0,41,0.549805951,44,0.60672704,1.65333536,2.15682349,0.39148581,0.66364812,1.34770115,0.39752418,0.19666751,0.41304348,0.93873263,0.64362258,0.48325571,0.12643678,0.20234591,0.72056921,4.0
120,Mg61.5Cu29.5Gd9[24],433.0,472.0,785.0,4.0,41,0.551592357,39,0.60127389,1.64166164,2.08612929,0.38752053,0.65095541,1.34090909,0.39095134,0.20637124,0.40652347,0.92653518,0.63421948,0.49307107,0.11079545,0.17237085,0.70063694,4.0
121,Mg65Cu25Gd10[24],413.0,473.0,739.0,7.0,41,0.558863329,60,0.64005413,1.70414178,2.76088247,0.41059028,0.72124493,1.45092025,0.42413136,0.15613622,0.43976898,0.99862257,0.68571322,0.44325524,0.18404908,0.35021765,0.80243572,7.0
122,Mg63Cu27Gd10[24],418.0,481.0,755.0,4.0,41,0.553642384,63,0.63708609,1.70436009,2.67805957,0.41005968,0.72052980,1.42729970,0.42238338,0.15632040,0.44012945,0.99377987,0.68461952,0.44314411,0.18694362,0.35076456,0.80397351,4.0
123,Mg61Cu29Gd10[24],420.0,480.0,762.0,4.0,41,0.551181102,60,0.62992126,1.69403825,2.53508375,0.40609137,0.70866142,1.40350877,0.41729704,0.16434010,0.43478261,0.98159113,0.67618110,0.45101454,0.17543860,0.31688547,0.78740157,4.0
124,Mg59Cu31Gd10[24],424.0,482.0,769.0,4.0,41,0.551365410,58,0.62678804,1.68815786,2.48112761,0.40402347,0.70221066,1.39710145,0.41485507,0.16885497,0.43165468,0.97607677,0.67169736,0.45554081,0.16811594,0.29855892,0.77763329,4.0
125,Mg64.5Cu24.5Gd11[24],413.0,472.0,739.0,6.0,41,0.558863329,59,0.63870095,1.70172047,2.73444711,0.40972222,0.71853857,1.44785276,0.42311322,0.15798611,0.43848059,0.99627571,0.68386333,0.44510513,0.18098160,0.34180589,0.79837618,6.0
126,Mg62.5Cu26.5Gd11[24],427.0,483.0,748.0,9.0,41,0.570855615,56,0.64572193,1.70200316,2.93686009,0.41106383,0.72058824,1.50467290,0.42693915,0.15724946,0.43785540,1.00736729,0.68679764,0.44493827,0.17445483,0.34050552,0.79545455,9.0
127,Mg60.5Cu28.5Gd11[24],425.0,485.0,755.0,8.0,41,0.562913907,60,0.64238411,1.70409038,2.82750343,0.41101695,0.72185430,1.46969697,0.42545927,0.15594968,0.43951613,1.00237289,0.68662525,0.44327796,0.18181818,0.34979424,0.80132450,8.0
128,Mg58.5Cu30.5Gd11[24],427.0,490.0,753.0,8.0,41,0.567065073,63,0.65073041,1.71460606,3.02491000,0.41525424,0.73439575,1.50306748,0.43130790,0.14769976,0.44489139,1.01656623,0.69563650,0.43522467,0.19325153,0.38891700,0.81806109,8.0
129,Mg61Cu28Gd11[24],422.0,483.0,737.0,12.0,41,0.572591588,61,0.65535957,1.71714135,3.15930932,0.41673857,0.73812754,1.53333333,0.43423762,0.14549203,0.44590164,1.02423938,0.69888558,0.43325094,0.19365079,0.39900180,0.82089552,12.0
130,La66Al14Cu20[24],395.0,449.0,731.0,2.0,41,0.540355677,54,0.61422709,1.67706454,2.23020723,0.39875666,0.68809850,1.33630952,0.40653566,0.17813416,0.42627119,0.95510287,0.66062294,0.46407453,0.16071429,0.26822091,0.76196990,2.0
131,La55Al25Ni20[24],491.0,555.0,941.0,3.0,41,0.521785335,64,0.58979809,1.65213157,1.82894172,0.38756983,0.65781084,1.23333333,0.38989795,0.19893049,0.41377005,0.91401777,0.63710065,0.48331135,0.14222222,0.21090499,0.72582359,3.0
132,"La70Al14(Cu,Ni)16[24]",404.0,429.0,763.0,0.5,41,0.529488860,25,0.56225426,1.59137005,1.55362329,0.36760925,0.59501966,1.19498607,0.35567203,0.24935133,0.38087248,0.85122175,0.58776392,0.53442582,0.06963788,0.09053749,0.62778506,0.5
133,"La68Al14(Cu,Ni)18[24]",405.0,431.0,724.0,1.0,41,0.559392265,26,0.59530387,1.62358980,2.03327936,0.38175376,0.63121547,1.35109718,0.37773878,0.22222610,0.39567100,0.90633511,0.61971709,0.50937343,0.08150470,0.12265722,0.66712707,1.0
134,"La66Al14(Cu,Ni)20[24]",405.0,431.0,674.0,1.5,41,0.600890208,26,0.63946588,1.66508774,2.95610425,0.39944393,0.67804154,1.60223048,0.40576095,0.18898009,0.41357466,0.97865586,0.66121503,0.47745194,0.09665428,0.17832647,0.71661721,1.5
135,"La62Al14(Cu,Ni)24[24]",417.0,446.0,738.0,10.0,41,0.565040650,29,0.60433604,1.63458501,2.18124883,0.38614719,0.64363144,1.38940810,0.38594298,0.21289966,0.40118243,0.92389476,0.63006307,0.50033092,0.09034268,0.14183008,0.68292683,10.0
136,La55Al25Ni10Cu10[24],467.4,547.2,835.0,5.0,41,0.559760479,79.8000000000001,0.65532934,1.73049219,3.08782883,0.42014742,0.75089820,1.48857454,0.43473355,0.13641482,0.45362466,1.02417794,0.70559381,0.42358168,0.21708379,0.45030837,0.84646707,5.0
137,La55Al25Cu20[24],455.9,494.8,896.1,3.0,41,0.508760183,38.9,0.55217052,1.59408591,1.40075107,0.36597633,0.59558085,1.12403453,0.35781419,0.24697409,0.38370839,0.84431362,0.58737781,0.53002839,0.08836892,0.11012372,0.63899118,3.0
138,La55Al25Ni5Cu10Co5[24],465.2,541.8,822.5,9.0,41,0.565592705,76.6,0.65872340,1.73025307,3.19885004,0.42075017,0.75185410,1.51637280,0.43699456,0.13609088,0.45327274,1.03001494,0.70697329,0.42354811,0.21438567,0.45225528,0.84498480,9.0
139,La62Cu12Ni12Al14[24],423.0,452.0,744.0,12.0,41,0.568548387,29,0.60752688,1.63710631,2.24240008,0.38731791,0.64650538,1.40809969,0.38754637,0.21090498,0.40217391,0.92863956,0.63270768,0.49849579,0.09034268,0.14387080,0.68548387,12.0
140,La62Al14Cu24[24],401.0,449.0,734.0,5.0,41,0.546321526,48,0.61171662,1.66602227,2.21666974,0.39559471,0.67711172,1.34834835,0.40328880,0.18648784,0.42011834,0.94949909,0.65322576,0.47284844,0.14414414,0.23697138,0.74250681,5.0
141,La62Al14Cu22Ag2[24],401.0,455.0,722.0,5.0,41,0.555401662,54,0.63019391,1.69006500,2.55937101,0.40516474,0.70498615,1.41744548,0.41695563,0.16716018,0.43245540,0.98164244,0.67408298,0.45408663,0.16822430,0.30374953,0.77977839,5.0
142,La62Al14Cu20Ag4[24],404.0,456.0,729.0,8.0,41,0.554183813,52,0.62551440,1.68289668,2.47184318,0.40247132,0.69684499,1.40307692,0.41336127,0.17281399,0.42869198,0.97339565,0.66821890,0.45966967,0.16000000,0.28187685,0.76817558,8.0
143,La62Al14Cu19Ag5[24],405.0,456.0,730.0,5.0,41,0.554794521,51,0.62465753,1.68072045,2.45990729,0.40176211,0.69452055,1.40307692,0.41252344,0.17450151,0.42748735,0.97172079,0.66663663,0.46139288,0.15692308,0.27512121,0.76438356,5.0
144,La62Al14Cu18Ag6[24],406.0,457.0,736.0,5.0,41,0.551630435,51,0.62092391,1.67724620,2.38360247,0.40017513,0.69021739,1.38484848,0.41002613,0.17736935,0.42581727,0.96546245,0.66322781,0.46407152,0.15454545,0.26600378,0.75951087,5.0
145,La62Al14Cu17Ag7[24],406.0,458.0,739.0,5.0,41,0.549391069,52,0.61975643,1.67746989,2.35493471,0.40000000,0.69012179,1.37537538,0.40949712,0.17729258,0.42606516,0.96373367,0.66292819,0.46385437,0.15615616,0.26737250,0.76048714,5.0
146,La62Al14Cu16Ag8[24],407.0,458.0,744.0,5.0,41,0.547043011,51,0.61559140,1.67235014,2.27891339,0.39791486,0.68413978,1.35905045,0.40647329,0.18143517,0.42346090,0.95654140,0.65839672,0.46784397,0.15133531,0.25376547,0.75268817,5.0
147,La62Al14(Cu5/6Ag1/6)20(Ni1/2Co1/2)4[24],412.0,472.0,713.0,16.0,41,0.577840112,60,0.66199158,1.72347118,3.34815172,0.41955556,0.74614306,1.56810631,0.43868523,0.14043691,0.44894515,1.03539778,0.70495876,0.42838896,0.19933555,0.42561251,0.83029453,16.0
148,La62Al14(Cu5/6Ag1/6)16(Ni1/2Co1/2)8[24],415.0,477.0,708.0,16.0,41,0.586158192,62,0.67372881,1.73555578,3.70973183,0.42475512,0.76129944,1.62798635,0.44662803,0.13092925,0.45485232,1.05520123,0.71613723,0.41913005,0.21160410,0.48218737,0.84887006,16.0
149,La62Al14(Cu5/6Ag1/6)14(Ni1/2Co1/2)10[24],418.0,491.0,703.0,20.0,41,0.594594595,73,0.69843528,1.76923574,4.56652723,0.43800178,0.80227596,1.72280702,0.46328466,0.10556112,0.47236181,1.09647849,0.74327077,0.39394337,0.25614035,0.67893378,0.90611664,20.0
150,La62Al14(Cu5/6Ag1/6)12(Ni1/2Co1/2)12[24],429.0,471.0,698.0,16.0,41,0.614613181,42,0.67478510,1.71251528,3.92126764,0.41792369,0.73495702,1.75092937,0.44084419,0.14951480,0.43883661,1.05081669,0.70378516,0.43804866,0.15613383,0.34966718,0.79512894,16.0
151,La32Ce32Al16Ni5Cu15[24],403.0,451.0,712.0,10.0,41,0.566011236,48,0.63342697,1.68511794,2.66809060,0.40448430,0.70084270,1.45954693,0.41752639,0.17069989,0.42906277,0.98562497,0.67244139,0.45817659,0.15533981,0.28396530,0.76825843,10.0
152,La32Ce32Al16Ni5Cu12Co3[24],406.0,455.0,709.0,10.0,41,0.572637518,49,0.64174894,1.69332717,2.86332073,0.40807175,0.71086037,1.50165017,0.42321263,0.16405657,0.43298969,0.99971485,0.68032983,0.45181729,0.16171617,0.30835762,0.77997179,10.0
153,La32Ce32Al16Ni5Cu10Co5[24],413.0,467.0,718.0,12.0,41,0.575208914,54,0.65041783,1.70595952,3.06139585,0.41290893,0.72562674,1.53114754,0.43000852,0.15404116,0.43966245,1.01519772,0.69084061,0.44189991,0.17704918,0.35399438,0.80083565,12.0
